370,2017-06-23T18:43:37.898Z,2019-06-24T21:33:27.844Z,,Directory Traversal,citypredict.whauwiller,['CVE-2017-16104'],>=0.0.0,<0.0.0,"Affected versions of `citypredict.whauwiller` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/citypredict.whauwiller,public,high,CWE-22,Liang Gong,Liang Gong,"Jun 23rd, 2017",,,,
367,2017-05-30T22:31:57.583Z,2019-06-24T21:33:14.587Z,,Directory Traversal,serverliujiayi1,['CVE-2017-16095'],>=0.0.0,<0.0.0,"Affected versions of `serverliujiayi1` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/serverliujiayi1,public,high,CWE-22,Liang Gong,Liang Gong,"May 30th, 2017",,,,
366,2017-05-30T22:31:41.937Z,2019-06-24T21:33:50.520Z,,Directory Traversal,serverhuwenhui,['CVE-2017-16102'],>=0.0.0,<0.0.0,"Affected versions of `serverhuwenhui` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/serverhuwenhui,public,high,CWE-22,Liang Gong,Liang Gong,"May 30th, 2017",,,,
365,2017-05-30T22:31:17.567Z,2019-06-24T21:33:04.706Z,,Directory Traversal,serverlyr,['CVE-2017-16089'],>=0.0.0,<0.0.0,"Affected versions of `serverlyr` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/serverlyr,public,high,CWE-22,Liang Gong,Liang Gong,"May 30th, 2017",,,,
364,2017-05-30T22:31:02.083Z,2019-06-24T21:32:55.677Z,,Directory Traversal,serverwg,['CVE-2017-16101'],>=0.0.0,<0.0.0,"`serverwg` is a simple http server.

`serverwg` is vulnerable to a directory traversal issue, giving an attacker access to the filesystem by placing ""../"" in the URL.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```
and response:
```
HTTP/1.1 200 OK
Date: Wed, 17 May 2017 22:52:08 GMT
Connection: keep-alive

{contents of /etc/passwd}
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/serverwg,public,high,CWE-22,Liang Gong,Liang Gong,"May 30th, 2017",,,,
363,2017-05-30T22:30:45.218Z,2019-06-24T21:32:46.051Z,,Directory Traversal,serverwzl,['CVE-2017-16105'],>=0.0.0,<0.0.0,"Affected versions of `serverwzl` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/serverwzl,public,high,CWE-22,Liang Gong,Liang Gong,"May 30th, 2017",,,,
360,2017-05-30T13:08:42.826Z,2018-03-28T20:29:08.928Z,,Command Injection,fs-git,['CVE-2017-16087'],<=1.0.1,>=1.0.2,"Affected versions of `fs-git` do not sanitize strings passed into the `buildCommand` method, resulting in arbitrary code execution.",Update to version 1.0.2 or later. ,[Commit #eb5f70e](https://github.com/vvakame/fs-git/commit/eb5f70efa5cfbff1ab299fa7daaa5de549243998),public,high,CWE-94,micaksica,micaksica,"May 30th, 2017",,,,
356,2017-05-30T12:55:16.061Z,2018-03-28T20:25:31.915Z,,Command Injection,pidusage,['CVE-2017-16034'],<=1.1.4,>=1.1.5,"Affected versions of `pidusage` pass unsanitized input to `child_process.exec()`, resulting in arbitrary code execution in the `ps` method.
 
This package is vulnerable to this PoC on Darwin, SunOS, FreeBSD, and AIX.

Windows and Linux are not vulnerable. 

## Proof of Concept
```
var pid = require('pidusage');
pid.stat('1 && /usr/local/bin/python');
```","Update to version 1.1.5 or later.
",,public,critical,CWE-94,micaksica,micaksica,"May 30th, 2017",,,,
355,2017-05-26T21:45:47.976Z,2019-06-24T21:32:35.637Z,,Directory Traversal,serveryaozeyan,['CVE-2017-16096'],>=0.0.0,<0.0.0,"Affected versions of `serveryaozeyan` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/serveryaozeyan,public,high,CWE-22,Liang Gong,Liang Gong,"May 26th, 2017",,,,
354,2017-05-26T21:12:04.850Z,2019-06-24T21:32:27.097Z,,Directory Traversal,serveryztyzt,['CVE-2017-16103'],>=0.0.0,<0.0.0,"Affected versions of `serveryztyzt` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/serveryztyzt,public,high,CWE-22,Liang Gong,Liang Gong,"May 26th, 2017",,,,
352,2017-05-26T20:28:29.210Z,2019-06-24T15:20:55.266Z,,Directory Traversal,node-simple-router,['CVE-2017-16083'],<=0.10.0,>=0.10.1,"Affected versions of `node-simple-router` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```",Update to v0.10.1 or later.,"- [Commit #dfdd52e](https://github.com/sandy98/node-simple-router/commit/dfdd52e2e80607af433097d940b3834fd96df488)
- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/node-simple-router",public,high,CWE-22,Liang Gong,Liang Gong,"May 26th, 2017",,,,
350,2017-05-22T21:32:25.975Z,2019-06-24T21:32:17.719Z,,Directory Traversal,gomeplus-h5-proxy,['CVE-2017-16037'],>=0.0.0,<0.0.0,"Affected versions of `gomeplus-h5-proxy` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/gomeplus-h5-proxy,public,high,CWE-22,Liang Gong,Liang Gong,"May 22nd, 2017",,,,
349,2017-05-19T22:45:59.160Z,2019-06-24T21:32:06.011Z,,Directory Traversal,badjs-sourcemap-server,['CVE-2017-16036'],>=0.0.0,<0.0.0,"Affected versions of `badjs-sourcemap-server` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/badjs-sourcemap-server,public,high,CWE-22,Liang Gong,Liang Gong,"May 19th, 2017",,,,
347,2017-05-18T23:17:18.306Z,2019-06-24T21:31:55.797Z,,Directory Traversal,cyber-js,['CVE-2017-16093'],>=0.0.0,<0.0.0,"Affected versions of `cyber-js` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/cyber-js,public,high,CWE-22,Liang Gong,Liang Gong,"May 18th, 2017",,,,
346,2017-05-18T21:55:10.829Z,2019-06-24T15:11:18.534Z,,Directory Traversal,f2e-server,['CVE-2017-16038'],<= 1.12.11,>=1.12.12,"Affected versions of `f2e-server` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```",Update to version 1.12.12 or later.,"- [Issue #10](https://github.com/shy2850/node-server/issues/10)
- [PR #12](https://github.com/shy2850/node-server/pull/12/files)",public,high,CWE-22,Liang Gong,Liang Gong,"May 18th, 2017",,,,
345,2017-05-17T23:32:47.679Z,2019-06-24T21:31:44.821Z,,Directory Traversal,fsk-server,['CVE-2017-16090'],>=0.0.0,<0.0.0,"Affected versions of `fsk-server` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/fsk-server,public,high,CWE-22,Liang Gong,Liang Gong,"May 17th, 2017",,,,
344,2017-05-16T23:00:35.772Z,2018-03-28T20:20:05.388Z,,Directory Traversal,list-n-stream,['CVE-2017-16084'],<=0.0.10,>=0.0.11,"Affected versions of `list-n-stream` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```",Update to version 0.0.11 or later.,https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/list-n-stream,public,high,CWE-22,Liang Gong,Liang Gong,"May 16th, 2017",,,,
343,2017-05-16T22:45:07.060Z,2019-06-24T15:22:33.413Z,,Directory Traversal,iter-http,['CVE-2017-16094'],>=0.0.0,<0.0.0,"Affected versions of `iter-http` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/blob/master/directory-traversal/iter-http,public,high,CWE-22,Liang Gong,Liang Gong,"May 16th, 2017",,,,
342,2017-05-08T23:47:13.403Z,2019-06-24T21:31:34.430Z,,Directory Traversal,tiny-http,['CVE-2017-16097'],>=0.0.0,<0.0.0,"Affected versions of `tiny-http` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/blob/master/directory-traversal/tiny-http,public,high,CWE-22,Liang Gong,Liang Gong,"May 8th, 2017",,,,
341,2017-05-05T00:03:54.098Z,2018-03-28T20:18:08.001Z,,Directory traversal,pooledwebsocket,['CVE-2017-16107'],>=0.0.1 <=0.0.18,>=0.0.19,"Affected versions of `pooledwebsocket` resolve relative file paths, resulting in a directory traversal vulnerability. A malicious actor can use this vulnerability to access files outside of the intended directory root, which may result in the disclosure of private files on the vulnerable system.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```",Update to version 0.0.19 or later.,https://github.com/JacksonGL/NPM-Vuln-PoC/blob/master/directory-traversal/pooledwebsocket,public,high,CWE-22,Liang Gong,Liang Gong,"May 5th, 2017",,,,
340,2017-05-02T23:33:03.511Z,2019-06-24T21:31:21.833Z,,Directory Traversal,sencisho,['CVE-2017-16092'],>=0.0.0,<0.0.0,"Affected versions of `sencisho` are vulnerable to a directory traversal issue, giving an attacker access to the filesystem by placing ""../"" in the URL.

Example request:
```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:foo
```","No patch is available for this vulnerability.

It is recommended that the package is only used for local development, and if the functionality is needed for production, a different package is used instead.",- https://github.com/JacksonGL/NPM-Vuln-PoC/tree/master/directory-traversal/sencisho,public,high,CWE-22,Liang Gong,Liang Gong,"May 2nd, 2017",,,,
339,2017-05-02T23:00:57.841Z,2018-03-28T20:08:38.730Z,,Directory Traversal,xtalk,['CVE-2017-16091'],>=0.0.2,<0.0.0,"Affected versions of `xtalk` are vulnerable to directory traversal, allowing access to the filesystem by placing ""../"" in the URL.

## Proof of Concept

```
GET /../../../../../../../../../../etc/passwd HTTP/1.1
host:localhost
```

","No patch is currently available for this vulnerability, and the package has not been updated since 2014.

The best mitigation is currently to avoid using this package, and using a different, functionally equivalent package.",,public,high,CWE-22,Liang Gong,Liang Gong,"May 2nd, 2017",,,,
338,2017-04-25T18:07:05.988Z,2018-12-07T16:52:01.286Z,,ReDoS,brace-expansion,['CVE-2017-16032'],<=1.1.6,>=1.1.7,"Affected versions of `brace-expansion` are vulnerable to a regular expression denial of service condition.

## Proof of Concept

```
var expand = require('brace-expansion');
expand('{,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\n}');
```",Update to version 1.1.7 or later.,"- [Issue #33](https://github.com/juliangruber/brace-expansion/issues/33)
- [PR #35](https://github.com/juliangruber/brace-expansion/pull/35)
- [PR #35](https://github.com/juliangruber/brace-expansion/pull/35/commits/b13381281cead487cbdbfd6a69fb097ea5e456c3)",public,moderate,CWE-400,myvyang,myvyang,"Apr 25th, 2017",,,,
337,2017-04-19T23:29:48.173Z,2018-11-16T16:48:47.197Z,,Sandbox Breakout,safe-eval,['CVE-2017-16088'],<0.4.0,>=0.4.0,"Affected versions of `safe-eval` are vulnerable to a sandbox escape. By accessing object constructors, un-sanitized user input can access the entire standard library and effectively break out of the sandbox. 

## Proof of Concept:
This code accesses the process object and calls `.exit()`
```
var safeEval = require('safe-eval');
safeEval(""this.constructor.constructor('return process')().exit()"");
```",Update to version 0.4.0 or later,"- [Issue #5](https://github.com/hacksparrow/safe-eval/issues/5)
- [Issue #59](https://github.com/patriksimek/vm2/issues/59)
- [GitHub PR fix](https://github.com/hacksparrow/safe-eval/pull/13)",public,critical,CWE-265,Alessandro Nadalin,Alessandro Nadalin,"Apr 19th, 2017",,,,
336,2017-04-17T22:22:55.649Z,2018-12-07T16:52:25.072Z,,Command Execution,windows-cpu,['CVE-2017-1000219'],< 0.1.5,>= 0.1.5,"Version of `windows-cpu` before 0.1.5 will execute arbitrary code passed into the first argument of the `findLoad` method, resulting in remote code execution.

## Proof of Concept

```
var win = require('windows-cpu');
wind.findLoad('foo & calc.exe');
```",Update to version 0.1.5 or later.,"- https://github.com/KyleRoss/windows-cpu/blob/master/index.js#L81
- https://github.com/KyleRoss/windows-cpu/commit/b75e19aa2f7459a9506bceb577ba2341fe273117",public,high,CWE-94,Daniel Bond,Daniel Bond,"Apr 17th, 2017",,,,
335,2017-03-31T20:53:21.000Z,2018-03-28T19:43:57.131Z,,Denial of Service via malformed accept-encoding header,hapi,['CVE-2017-16013'],>= 15.0.0 <= 16.1.0,>= 16.1.1,Affected versions of `hapi` will crash or lock the event loop when a malformed `accept-encoding` header is recieved.,Update to version 16.1.1 or later.,[Issue #3466](https://github.com/hapijs/hapi/issues/3466),public,moderate,CWE-730,Georgios Andrianakis,Georgios Andrianakis,"Mar 31st, 2017",,,,
334,2017-03-30T04:08:35.000Z,2019-06-24T21:31:12.515Z,,Downloads resources over HTTP,hubl-server,['CVE-2017-16035'],>=0.0.0,<0.0.0,"Affected versions of `hubl-server` insecurely download dependencies over an unencrypted HTTP connection. 

In scenarios where an attacker has a privileged network position, it is possible to intercept the responses and replace the dependencies with malicious ones, resulting in code execution on the system running `hubl-server`.","No patch is currently available for this vulnerability, and it has not seen any updates since 2015.

The best mitigation is currently to avoid using this package, using a different package if available. 

Alternatively, the risk of exploitation can be reduced by ensuring that this package is not installed while connected to a public network. If the package is installed on a private network, the only people who can exploit this vulnerability are those who have compromised yo",,public,high,CWE-818,Adam Baldwin,Adam Baldwin,"Mar 30th, 2017",,,,
332,2017-03-24T17:40:51.000Z,2018-03-28T19:37:18.452Z,,Cross-Site Scripting,yui,"['CVE-2013-4939', 'CVE-2013-4940', 'CVE-2013-4941', 'CVE-2013-4942']",>=3.0.0 <=3.9.1 =3.10.2,=3.10.1 >=3.10.3,"Affected versions of `yui` are vulnerable to cross-site scripting in the `uploader.swf` and `io.swf` utilities, via script injection in the url.
","YUI has published their recommendation to fix this issue. 
Their recommendation is to:
 - Delete self-hosted copies of these files if you are not using them
 - Use the Yahoo! CDN hosted files
 - Use the patched files provided on the YUI Library [here](https://yuilibrary.com/support/20130515-vulnerability/#resolution).",[YUI Security Bulletin](https://yuilibrary.com/support/20130515-vulnerability/),public,moderate,CWE-79,Aleksandr Dobkin and Sebastian Roschke,Aleksandr Dobkin and Sebastian Roschke,"Mar 24th, 2017",,,,
331,2017-03-21T20:14:58.000Z,2019-06-24T15:11:02.142Z,,Denial of Service,nes,['CVE-2017-16025'],<=6.4.0,>=6.4.1,"Affected versions of `nes` are vulnerable to denial of service when given an invalid `cookie` header, and websocket authentication is set to `cookie`. Submitting an invalid cookie on the websocket upgrade request will cause the node process to throw and exit.",Update to version 6.4.1 or later.,"- [Issue #171](https://github.com/hapijs/nes/issues/171)
- [Commit #249ba17](https://github.com/hapijs/nes/commit/249ba1755ed6977fbc208463c87364bf884ad655)",public,high,CWE-730,iipokypatop,iipokypatop,"Mar 21st, 2017",,,,
330,2017-03-21T19:17:05.000Z,2019-06-24T14:51:58.324Z,,Denial of Service,jquery,['CVE-2016-10707'],>=2.10 <=2.2.4,>=3.0.0,"Affected versions of `jquery` use a lowercasing logic on attribute names. When given a boolean attribute with a name that contains uppercase characters, `jquery` enters into an infinite recursion loop, exceeding the call stack limit, and resulting in a denial of service condition.",Update to version 3.0.0 or later.,- [Issue #3133](https://github.com/jquery/jquery/issues/3133),public,moderate,CWE-121,Michał Gołębiowski,Michał Gołębiowski,"Mar 21st, 2017",,,,
329,2017-03-20T23:48:36.000Z,2019-06-24T14:00:46.740Z,,Cross-Site Scripting,jquery,['CVE-2017-16011'],>=1.7.1 <=1.8.3,>=1.9.0,"Affected versions of `jquery` are vulnerable to cross-site scripting. This occurs because the main `jquery` function uses a regular expression to differentiate between HTML and selectors, but does not properly anchor the regular expression. The result is that `jquery` may interpret HTML as selectors when given certain inputs, allowing for client side code execution.

## Proof of Concept
```
$(""#log"").html(
    $(""element[attribute='<img src=\""x\"" onerror=\""alert(1)\"" />']"").html()
);
```

",Update to version 1.9.0 or later.,"- [jQuery Ticket 11290](https://bugs.jquery.com/ticket/11290)
- [jQuery Ticket 6429](https://bugs.jquery.com/ticket/6429)
- [jQuery Ticket 9521](https://bugs.jquery.com/ticket/9521)
- [jQuery Ticket 12531](https://bugs.jquery.com/ticket/12531)",public,high,CWE-79,Richard Gibson,Richard Gibson,"Mar 20th, 2017",,,,
328,2017-03-20T21:50:28.000Z,2019-06-24T14:02:13.956Z,,Cross-Site Scripting (XSS),jquery,['CVE-2017-16012'],>=1.4.0 <=1.11.3 || >=1.12.4 <=2.2.4,>=3.0.0,"Affected versions of `jquery` interpret `text/javascript` responses from cross-origin ajax requests, and automatically execute the contents in `jQuery.globalEval`, even when the ajax request doesn't contain the `dataType` option.",Update to version 3.0.0 or later.,"- [Issue #2432](https://github.com/jquery/jquery/issues/2432)
- [Commit #b078a62](https://github.com/jquery/jquery/commit/b078a62013782c7424a4a61a240c23c4c0b42614)
- [PR #2588](https://github.com/jquery/jquery/pull/2588)",public,high,CWE-725,Egor Homakov,Egor Homakov,"Mar 20th, 2017",,,,
327,2017-03-15T18:46:51.000Z,2019-06-24T15:10:47.367Z,,XSS via Angular Expression,ag-grid,['CVE-2017-16009'],>=0.0.0,<0.0.0,"Affected versions of `ag-grid` are vulnerable to Cross-site Scripting (XSS) via Angular Expressions, if used in combination with AngularJS.",Avoid using `ag-grid` in combination with AngularJS until a fix is available.,"- [Issue #1287](https://github.com/ceolter/ag-grid/issues/1287)
- https://spring.io/blog/2016/01/28/angularjs-escaping-the-expression-sandbox-for-xss
",public,moderate,CWE-79,Gabrielle Bourdages,Gabrielle Bourdages,"Mar 15th, 2017",,,,
326,2017-03-14T21:42:04.000Z,2018-03-26T20:26:39.537Z,,Cross-Site Scripting,i18next,['CVE-2017-16010'],>=2.0.0 <=3.4.3,>=3.4.4,"Affected versions of `i18next` may fail to sanitize user input when certain configuration options are used. When using the `.init` method, passing interpolation options without passing an `escapeValue` will default to `undefined` rather than the assumed `true`. 

## Proof of Concept

```
var init = i18n.init({
  interpolation: {
    prefix: ""__"",
    suffix: ""__"",
    escapeValue: true
  }
}, function(){
  var test = i18n.t('__firstName__ __lastName__', {
        firstName: 'Bob',
        lastName: '[""foo"",""bar""]',
  });
  console.log(test);
});
```
When `escapeValue` is explicitly passed, the result of `test` is: 

```
&lt;script&gt;alert(1)&lt;&#x2F;script&gt; Johnson
```

This is supposed to be the default. However, if `escapeValue` is not included, the result is the unescaped string: 
 
```
<script>alert(1)</script> Johnson
```",Update to version 3.4.4 or later.,[PR #826](https://github.com/i18next/i18next/pull/826),public,moderate,CWE-725,alexmchardy,alexmchardy,"Mar 14th, 2017",,,,
325,2017-03-14T19:59:44.000Z,2018-03-26T20:22:34.814Z,,Cross-Site Scripting,i18next,['CVE-2017-16008'],<=1.10.2,>=1.10.3,"Affected versions of `i18next` allow untrusted user input to be injected into dictionary key names, resulting in a cross-site scripting vulnerability.

## Proof of Concept
```
var init = i18n.init({debug: true}, function(){
  var test = i18n.t('__firstName__ __lastName__', {
        escapeInterpolation: true,
        firstName: '__lastNameHTML__',
        lastName: '<script>',
  });
  console.log(test);
});
// equals ""<script> &lt;script&gt;""
```",Update to version 1.10.3 or later.,[PR #443](https://github.com/i18next/i18next/pull/443),public,moderate,CWE-725,KJ Tsanaktsidis,KJ Tsanaktsidis,"Mar 14th, 2017",,,,
324,2017-03-13T19:16:33.000Z,2018-03-26T20:18:31.961Z,,Invalid Curve Attack,node-jose,['CVE-2017-16007'],<0.9.3,>=0.9.3,"Affected versions of `node-jose` are vulnerable to an invalid curve attack. This allows an attacker to recover the private secret key when JWE with Key Agreement with Elliptic Curve Diffie-Hellman Ephemeral Static (ECDH-ES) is used.

[Proof of Concept](https://gist.github.com/asanso/fa25685348051ef6a28d49aa0f27a4ae)",Update to version 0.9.3 or later.,"[Intothesymmetry - Critical Vulnerability in JWT](http://blog.intothesymmetry.com/2017/03/critical-vulnerability-in-json-web.html)
",public,high,CWE-200,Antonio Sanso,Antonio Sanso,"Mar 13th, 2017",,,,
323,2017-03-10T01:22:36.000Z,2018-03-26T20:14:04.365Z,,Insufficient Error Handling,http-proxy,['CVE-2017-16014'],<=0.6.6,>=0.7.0,"Affected versions of `http-proxy` are vulnerable to a denial of service attack, wherein an attacker can force an error which will cause the server to crash.",Update to version 0.7.0 or later.,[PR #101](https://github.com/nodejitsu/node-http-proxy/pull/101),public,moderate,CWE-248,TJ Holowaychuk,TJ Holowaychuk,"Mar 10th, 2017",,,,
322,2017-03-09T23:01:51.000Z,2018-03-26T20:02:31.889Z,,HTML Injection,shout,['CVE-2017-16043'],>=0.44.0 <=0.49.3,>=0.50.0,"Affected versions of `shout` do not escape the `/topic` command in messages, and are therefore vulnerable to cross-site scripting.",Update to version 0.50.0 or later.,[PR #344](https://github.com/erming/shout/pull/344),public,moderate,CWE-80,pangeacake,pangeacake,"Mar 9th, 2017",,,,
321,2017-03-09T22:37:37.000Z,2019-06-24T15:09:46.870Z,,Insecure randomness,socket.io,['CVE-2017-16031'],<=0.9.6,>=0.9.7,"Affected versions of `socket.io` depend on `Math.random()` to create socket IDs, and therefore the IDs are predictable. With enough information on prior IDs, an attacker may be able to guess the socket ID and gain access to socket.io servers without authorization.",Update to v0.9.7 or later.,"- [Issue #856](https://github.com/socketio/socket.io/issues/856)
- [PR #857](https://github.com/socketio/socket.io/pull/857)
- [Commit #67b4eb9](https://github.com/socketio/socket.io/commit/67b4eb9abdf111dfa9be4176d1709374a2b4ded8)",public,moderate,CWE-330,Martin Thomson,Martin Thomson,"Mar 9th, 2017",,,,
319,2017-03-08T23:27:07.000Z,2018-05-16T15:42:45.064Z,,XSS in Data URI,remarkable,['CVE-2017-16006'],<=1.6.2,>=1.7.0,"Affected versions of `remarkable` are vulnerable to cross-site scripting. Vulnerable versions of the package allow the use of `data:` URIs in links, and can therefore execute javascript. 


## Proof of Concept

```
[link](data:text/html,<script>alert('0')</script>)
```",Update to v1.7.0 or later,[Issue #227](https://github.com/jonschlinkert/remarkable/issues/227),public,high,CWE-79,Sophie Alpert,Sophie Alpert,"Mar 8th, 2017",,,,
